Source,Date,PO,Client,Route,Aircraft,Tail,Operator,Pay Terms,Client Invoiced,Operator Paid,Margin,Funded By,Deposited To,Check/Deposit #,Jonny Profits,Jonny Invested,Jonny Owed,Jonny Returned,Client Paid?,OnFly Paid?,Investor Paid?,Operator Paid?,Bill in QB?,Referral,Referral Paid?
Legacy,2024-12-15,PO #26218,PSA,KGSP → KHPN,C90,,Exec Shuttle,Net 30,11700.0,11141.75,558.25,Jonny 1%,OFA Bank (8071),# 382403,111.42,11141.75,,11253.17,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-12-14,PO #26217,PSA,KCAK → KMSP,C310,,Sonrise,Net 30,9500.0,8543.65,956.35,Jonny 1%,OFA Bank (8071),# 382403,85.44,8543.65,,8629.09,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-12-13,PO #26216,PSA,KCVG → KMSP,C340,,Air Z,Net 30,9900.0,8900.0,1000.0,Jonny 1%,OFA Bank (8071),# 382267,89.0,8900.0,,8989.0,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-12-11,PO # CS121102,Piedmont,KMDT → KJAX,Cheyanne ,,Contrail,Net 30,18700.0,17100.74,1599.26,Jonny 1%,OFA Bank (8071),PDT38575,171.01,17100.74,,17271.75,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-12-11,PO #26215,PSA,KCAK → KPHL,C310,,Air Z,Net 30,7300.0,5500.0,1800.0,Jonny 1%,OFA Bank (8071),# 382267,55.0,5500.0,,5555.0,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-12-10,PO #26214,PSA,KCVG → KORF,C310,,Sonrise,Net 30,8000.0,6895.0,1105.0,Jonny 1%,OFA Bank (8071),# 382267,68.95,6895.0,,6963.95,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-12-09,PO #26212,PSA,KCVG → KBDL,C310,,Sonrise,Net 30,10300.0,9361.72,938.28,Jonny 1%,OFA Bank (8071),# 382148,93.62,9361.72,,9455.34,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-12-09,PO #26213,PSA,KCAK → KPWM,C340,,Air Z,Net 30,9500.0,7500.0,2000.0,Jonny 1%,OFA Bank (8071),# 382148,75.0,7500.0,,7575.0,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-12-08,PO #26210,PSA,KPNS → KBHM,C90,,Air Relden,Net 30,8000.0,7244.86,755.14,Jonny 1%,OFA Bank (8071),# 382148,72.45,7244.86,,7317.31,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-12-08,PO #262011,PSA,KCAK → KBTV,Cheyenne,,Air Travel Management,Net 30,10200.0,9190.0,1010.0,Jonny 1%,OFA Bank (8071),# 382148,91.9,9190.0,,9281.9,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-12-06,PO #26209,PSA,KCVG → KLIT,C310,,Sonrise,Net 30,9000.0,7758.0,1242.0,Jonny 1%,OFA Bank (8071),# 382028,77.58,7758.0,,7835.58,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-12-06,PO #26208,PSA,KCAK → KPHL,Aerostar,,Castle,Net 30,5700.0,3300.0,2400.0,Jonny 1%,OFA Bank (8071),# 382028,33.0,3300.0,,3333.0,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-12-05,PO #26206,PSA,KCKB → KCLT,C340,,Air Z,Net 30,7500.0,5750.0,1750.0,Jonny 1%,OFA Bank (8071),# 382028,57.5,5750.0,,5807.5,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-12-05,PO #26207,PSA,KCKB → KDFW,Lear 35,,Royal Air Freight,Net 30,16700.0,14295.37,2404.63,Jonny 1%,OFA Bank (8071),# 382028,142.95,14295.37,,14438.32,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-12-01,PO #26205,PSA,KGSP → KJAX,C90,,Augusta Aviation,Net 30,8500.0,7195.0,1305.0,Jonny 1%,OFA Bank (8071),# 381903,71.95,7195.0,,7266.95,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-11-30,PO #26204,PSA,KDAY-KCAK → KALB,C310,,Sonrise,Net 30,8900.0,7880.91,1019.09,Jonny 1%,OFA Bank (8071),# 381784,78.81,7880.91,,7959.72,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-11-30,PO #26203,PSA,KCVG → KCHA,C310,,Air Z,Net 30,7500.0,6300.0,1200.0,Jonny 1%,OFA Bank (8071),# 381784,63.0,6300.0,,6363.0,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-11-29,PO #26202,PSA,KDAY → KICT,C310,,Sonrise,Net 30,10500.0,9565.0,935.0,Jonny 1%,OFA Bank (8071),# 381784,95.65,9565.0,,9660.65,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-11-26,PO #26201,PSA,"KDAY, KCAK → KMHT",C310,,Sonrise,Net 30,9900.0,9063.0,837.0,Jonny 1%,OFA Bank (8071),# 381642,90.63,9063.0,,9153.63,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-11-25,PO #26199,PSA,KDAY → KIAD,C310,,Air Z,Net 30,6500.0,4300.0,2200.0,Jonny 1%,OFA Bank (8071),# 381642,43.0,4300.0,,4343.0,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-11-25,PO #26200,PSA,KCKB → KSAV,C310,,Sonrise,Net 30,9300.0,8248.0,1052.0,Jonny 1%,OFA Bank (8071),# 381642,82.48,8248.0,,8330.48,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-11-23,PO #26198,PSA,KGSP → KMCI,C90,,Executive Shuttle,Net 30,13500.0,11825.4,1674.6,Jonny 1%,OFA Bank (8071),# 381476,118.25,11825.4,,11943.65,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-11-22,PO #26197,PSA,KGSP → KSRQ,C90,,Executive Shuttle,Net 30,11000.0,8861.15,2138.85,Jonny 1%,OFA Bank (8071),# 381476,88.61,8861.15,,8949.76,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-11-18,PO #VG111804,Piedmont,KMDT → KORD,Cheyenne,,Contrail,Net 30,14400.0,13688.29,711.71,Jonny 1%,OFA Bank (8071),VG111804,136.88,13688.29,,13825.17,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-11-15,PO #26195,PSA,KDAY → KBHM,C310,,Sonrise,Net 30,7600.0,6755.0,845.0,Jonny 1%,OFA Bank (8071),# 381196,67.55,6755.0,,6822.55,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-11-14,PO #26194,PSA,KCVG → KHSV,C310,,Sonrise,Net 30,6500.0,5860.0,640.0,Jonny 1%,OFA Bank (8071),# 381642,58.6,5860.0,,5918.6,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-11-13,PO #26180,PSA,KDAY → KTUL,C310,,Sonrise,Net 30,300.0,,300.0,OFA,OFA Bank (8071),# 381196,,,,,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-11-12,PO #26193,PSA ,KCAK → KABE,C310,,Air Z,Net 30,6100.0,3900.0,2200.0,Jonny 1%,OFA Bank (8071),# 381082,39.0,3900.0,,3939.0,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-11-06,PO #26192,PSA,KCAK → KPWM,C310,,Air Z,Net 30,8500.0,7025.0,1475.0,Jonny 1%,OFA Bank (8071),# 381355,70.25,7025.0,,7095.25,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-11-02,PO #26191,PSA,KORF → KCID,C310,,Air Z,Net 30,8600.0,6600.0,2000.0,Jonny 1%,OFA Bank (8071),# 380790,66.0,6600.0,,6666.0,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-11-01,PO #26190,PSA,KPHL → KJAN,DA-20,,Royal Air Freight,Net 30,17600.0,15654.65,1945.35,Jonny 1%,OFA Bank (8071),# 380790,156.55,15654.65,,15811.2,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-10-29,PO #26189,PSA,KGSP → KJAN,King Air 90,,Augusta Aviation,Net 30,12100.0,11330.13,769.87,Jonny,OFA Bank (8071),# 380625,384.94,11330.13,,11715.07,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-10-28,PO #26188,PSA,KCVG-KDAY-KGRR → KMKE,C310,,Air Z,Net 30,8200.0,5200.0,3000.0,Jonny,OFA Bank (8071),# 380625,1500.0,5200.0,,6700.0,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-10-26,PO #26185,PSA,KPNS → KLIT,King Air 90,,Air Reldan,Net 30,8900.0,7519.57,1380.43,Jonny,OFA Bank (8071),# 380625,690.22,7519.57,,8209.79,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-10-26,PO #26186,PSA,KCAK → KBTV,C310,,Sonrise,Net 30,8900.0,8110.0,790.0,Jonny,OFA Bank (8071),# 380473,395.0,8110.0,,8505.0,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-10-25,PO #26184,PSA,KCAK-KCKB → KPVD,C310,,Air Z,Net 30,7800.0,6700.0,1100.0,Jonny,OFA Bank (8071),# 380625,550.0,6700.0,,7250.0,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-10-23,PO #26183,PSA,KGSP → KBTR,King Air 90,,Executive Shuttle,Net 30,10500.0,9685.0,815.0,Jonny,OFA Bank (8071),# 380473,407.5,9685.0,,10092.5,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-10-22,PO #26182,PSA,KCAK → KHPN,C310,,Sonrise,Net 30,8350.0,7665.0,685.0,Jonny,OFA Bank (8071),# 380358,342.5,7665.0,,8007.5,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-10-18,PO #26181,PSA,KDAY → KTUL,C310,,Sonrise,Net 30,9200.0,8815.2,384.8,Jonny,OFA Bank (8071),# 380211,192.4,8815.2,,9007.6,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-10-17,PO #26180,PSA,KDAY → KTUL,C310,,Sonrise,Net 30,12200.0,11995.0,205.0,Jonny,OFA Bank (8071),# 380211,102.5,11995.0,,12097.5,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-10-16,PO #26178,PSA,KPHL → KPVD,Cheyenne,,Contrail,Net 30,7300.0,6219.88,1080.12,Jonny,OFA Bank (8071),# 380951,540.06,6219.88,,6759.94,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-10-16,PO #26179,PSA,KCVG → KTUL,C340,,Air Z,Net 30,10400.0,9300.0,1100.0,Jonny,OFA Bank (8071),# 380211,550.0,9300.0,,9850.0,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-10-15,PO #26176,PSA,KORF → KHPN,BE58,,Vertivue,Net 30,12200.0,11134.0,1066.0,Jonny,OFA Bank (8071),# 380211,533.0,11134.0,,11667.0,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-10-15,PO #26177,PSA,KCAK → KTUL,C310,,Sonrise,Net 30,10400.0,9215.0,1185.0,Jonny,OFA Bank (8071),# 380211,592.5,9215.0,,9807.5,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-10-13,PO #26175,PSA,KGSP → KHSV,BE58,,AXIO,Net 30,4500.0,3339.58,1160.42,Jonny,OFA Bank (8071),# 380080,580.21,3339.58,,3919.79,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-10-12,PO #26174,PSA,KCAK → KBGR,Aerostar,,Castle Aviation,Net 30,7900.0,6854.0,1046.0,Jonny,OFA Bank (8071),# 379941,523.0,6854.0,,7377.0,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-10-07,PO #26173,PSA,KCAK → KSTL,Aerostar,,Castle Aviation,Net 30,5700.0,4706.0,994.0,Jonny,OFA Bank (8071),# 379819,497.0,4706.0,,5203.0,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-10-06,PO #26172,PSA,KORF → KCID,Falcon 20,,Royal Air,Net 30,14200.0,14260.52,-60.52,Jonny,OFA Bank (8071),# 379819,,14260.52,,14260.52,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-10-05,PO #26171,PSA ,KDAY-KCVG → KCID,C310,,Sonrise,Net 30,6700.0,5995.0,705.0,Jonny,OFA Bank (8071),# 379819,352.5,5995.0,,6347.5,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-10-05,PO #26168,PSA ,KGSP → KCID,King Air 90,,Executive Charter,Net 30,11700.0,9957.0,1743.0,Jonny,OFA Bank (8071),# 379819,871.5,9957.0,,10828.5,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-10-05,PO #26169,PSA,KGSP → KHSV,King Air 90,,Augusta Aviation,Net 30,9900.0,8982.81,917.19,Jonny,OFA Bank (8071),# 379819,458.6,8982.81,,9441.41,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-10-05,PO #26170,PSA,KORF → KMHT,Cheyenne,,Contrail,Net 30,11000.0,9993.0,1007.0,Jonny,OFA Bank (8071),# 379819,503.5,9993.0,,10496.5,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-10-01,PO #26167,PSA,KCAK → KPHL,BeechJet 400,,Castle Aviation,Net 30,11500.0,10550.0,950.0,Jonny,OFA Bank (8071),# 379458,475.0,10550.0,,11025.0,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-09-30,PO #26166,PSA,KGSP → KHSV,King Air 90,,Executive Charter,Net 30,6450.0,5392.0,1058.0,Jonny,OFA Bank (8071),# 379458,529.0,5392.0,,5921.0,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-09-28,PO #26165,PSA,KDAY → KCLT`,C404,,Sonrise,Net 30,6200.0,5800.0,400.0,Jonny,OFA Bank (8071),# 379328,200.0,5800.0,,6000.0,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-09-27,PO # 26164,PSA,KSAV → KCHS,King Air 90,,Executive Shuttle,Net 30,7100.0,5991.0,1109.0,Jonny,OFA Bank (8071),# 379328,554.5,5991.0,,6545.5,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-09-26,PO # 26163,PSA,KDAY → KCLT,C404,,Sonrise,Net 30,6400.0,5180.0,1220.0,Jonny,OFA Bank (8071),# 379328,610.0,5180.0,,5790.0,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-09-24,PO #26162,PSA,KDAY → KMSN,Phenom 100,,Axio,Net 30,9320.0,8218.7,1101.3,Jonny,OFA Bank (8071),# 379185,550.65,8218.7,,8769.35,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-09-23,PO #26159,PSA ,KDAY → KALB,PA-31T,,Air Travel Management,Net 30,10750.0,10000.0,750.0,Jonny,OFA Bank (8071),# 379185,375.0,10000.0,,10375.0,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-09-23,PO #26161,PSA,KCAK → KABE,C310,,Sonrise Aviation,Net 30,7200.0,6676.23,523.77,Jonny,OFA Bank (8071),# 379185,261.89,6676.23,,6938.12,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-09-23,PO #26160,PSA,KGMU → KLFT,BE58,,Clemson Air Charter,Net 30,7400.0,6200.0,1200.0,Jonny,OFA Bank (8071),# 379185,600.0,6200.0,,6800.0,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-09-17,PO #26156,PSA,KDAY → KOMA,C310,,Air Z,Net 30,7500.0,5400.0,2100.0,Jonny,OFA Bank (8071),#378898,1050.0,5400.0,,6450.0,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-09-13,PO #26155,PSA,KDAY → KALB,C310,,Sonrise Aviation,Net 30,8650.0,8180.91,469.09,Jonny,OFA Bank (8071),#378749,234.55,8180.91,,8415.46,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-09-09,PO #26153,PSA,KCAK → KHPN,C404 Titan,,Sonrise Aviation,Net 30,8750.0,8407.97,342.03,Jonny,OFA Bank (8071),#378632,171.02,8407.97,,8578.99,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-09-02,PO # 26149,PSA ,KORF → KLIT,Caravan,,Castle,Net 30,15750.0,15391.53,358.47,Jonny,OFA Bank (8071),#378194,179.24,15391.53,,15570.77,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-09-02,PO # 26144,PSA,KGSP → KPIA,King Air 90,,Augusta Aviation,Net 30,14200.0,13753.88,446.12,Jonny,OFA Bank (8071),#378194,223.06,13753.88,,13976.94,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-09-02,PO # 26148,PSA,KDAY → KSAV,C310,,Sonrise,NET 30,10000.0,9508.0,492.0,Jonny,OFA Bank (8071),#378194,246.0,9508.0,,9754.0,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-09-01,PO # 26143,PSA,KCAK → KBDL,C310,,Sonrise,Net 30,7500.0,7390.0,110.0,Jonny,OFA Bank (8071),#378194,55.0,7390.0,,7445.0,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-08-28,PO #26141,PSA,KCAK → KHPN,Piper Aerostar,,Castle Aviation,Net 30,5250.0,4040.0,1210.0,Jonny,OFA Bank (8071),#378194,605.0,4040.0,,4645.0,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-08-27,PO #26140,PSA,KGSP → KICT,King Air 90,,Executive Shuttle,Net 30,13550.0,12984.0,566.0,Jonny,OFA Bank (8071),#378194,283.0,12984.0,,13267.0,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-08-23,PO #26139,PSA,KCAK → KHPN,AEST,,Castle Aviation,Net 30,7550.0,6150.0,1400.0,Jonny,OFA Bank (8071),#377930,700.0,6150.0,,6850.0,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-08-23,PO #VG082301,Piedmont,KCLT → KMGM,King Air 90,,Executive Shuttle,Net 30,9100.0,8047.3,1052.7,Jonny,OFA Bank (8071),#882731,526.35,8047.3,,8573.65,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-08-21,N/A,Paul Rohrkemper,KESN → KMBS,Falcon 10,,East Coast Flight Services,On Reciept,13250.0,12316.67,933.33,Jonny,OFA Bank (8071),Paid via CC QB,466.67,12316.67,,12783.34,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-08-21,PO #26138,PSA,KDAY → KMKE,C310,,Sonrise,Net 30,5700.0,4705.74,994.26,Jonny,OFA Bank (8071),#377930,497.13,4705.74,,5202.87,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-08-20,PO #26137,PSA,KCAK → KPVD,C310,,Sonrise,Net 30,9500.0,8205.0,1295.0,Jonny,OFA Bank (8071),#377800,647.5,8205.0,,8852.5,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-08-17,PO #VG081702,Piedmont,KMDT → KEVV,Cheyenne,,Contrail,Net 30,12550.0,11492.0,1058.0,Jonny,OFA Bank (8071),#0000882009,529.0,11492.0,,12021.0,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-08-16,PO #26135,PSA,KCAK → KMSN,C310,,Air Z,Net 30,6150.0,4500.0,1650.0,Jonny,OFA Bank (8071),#377665,825.0,4500.0,,5325.0,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-08-16,PO #26134,PSA,KGSP → KTUL,King Air 90,,Augusta Air,Net 30,15300.0,14290.0,1010.0,Jonny,OFA Bank (8071),#377665,505.0,14290.0,,14795.0,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-08-15,PO #26132,PSA,KCVG → KCAK-KMHT,C310,,Air Z,Net 30,8000.0,6900.0,1100.0,Jonny,OFA Bank (8071),#377665,550.0,6900.0,,7450.0,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-08-15,PO # 26133,PSA,KGSP → KLEX,C90,,Executive Shuttle,Net 30,7500.0,6490.0,1010.0,Jonny,OFA Bank (8071),#377665,505.0,6490.0,,6995.0,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-08-12,PO #26131,PSA,KPNS → KJAN,Senneca,,Air Reldan,Net 30,6350.0,5500.0,850.0,Jonny,OFA Bank (8071),#377499,425.0,5500.0,,5925.0,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-08-09,PO # 26129,PSA,KCAK → KBNA,C310,,Air Z,Net 30,6600.0,5200.0,1400.0,Jonny,OFA Bank (8071),#377499,700.0,5200.0,,5900.0,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-08-05,PO #26127,PSA,KCAK → KMDT,C310,,Air Z,Net 30,4500.0,2900.0,1600.0,Jonny,OFA Bank (8071),#377314,800.0,2900.0,,3700.0,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-08-04,PO #26125,PSA,KCVG → KMSN,C310,,Sonrise Aviation,Net 30,7400.0,6277.5,1122.5,Jonny,OFA Bank (8071),#377314,561.25,6277.5,,6838.75,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-07-30,PO #26122,PSA,KDAY → KPHL,C310,,Air Z,Net 30,6000.0,5000.0,1000.0,Jonny,OFA Bank (8071),#377314,500.0,5000.0,,5500.0,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-07-29,PO #26121,PSA,KDAY → KPHL,Caravan,,Priority Air Charter,Net 30,6200.0,5865.52,334.48,Jonny,OFA Bank (8071),#377142,167.24,5865.52,,6032.76,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-07-28,PO #26120,PSA,KCAK → KABE,C310,,Air Z,Net 30,5600.0,3679.38,1920.62,Jonny,OFA Bank (8071),#377314,960.31,3679.38,,4639.69,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-07-26,PO #26119,PSA,KDAY → KIAD,C310,,Sonrise Aviation,Net 30,6500.0,5568.77,931.23,Jonny,OFA Bank (8071),#377314,465.62,5568.77,,6034.39,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-07-23,PO # 26118,PSA,KCLT → KDFW,King Air 90,,Executive Air Shuttle,Net 30,13250.0,12500.0,750.0,Jonny,OFA Bank (8071),# 376838,375.0,12500.0,,12875.0,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-07-23,PO # 26117,PSA,KCAK → KPIA,C310,,Air Z,Net 30,6100.0,5000.0,1100.0,Jonny,OFA Bank (8071),# 376838,550.0,5000.0,,5550.0,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-07-22,PO # 26116,PSA,KGSP → KHOU,King Air 90,,Air Reldan Inc,Net 30,14000.0,13000.0,1000.0,Jonny,OFA Bank (8071),# 376838,500.0,13000.0,,13500.0,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-07-22,PO # 26115,PSA,KCAK → KPIA,C310,,Air Z,Net 30,6100.0,4000.0,2100.0,Jonny,OFA Bank (8071),# 376838,1050.0,4000.0,,5050.0,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-07-21,PO # 26114,PSA,KCAK → KMEM,C310,,Air Z,Net 30,8500.0,6700.0,1800.0,Jonny,OFA Bank (8071),# 376697,900.0,6700.0,,7600.0,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-07-17,PO # 26112,PSA,KGSP → KBHM,King Air 90,,Executive Air Shuttle,Net 30,6800.0,5712.0,1088.0,Jonny,OFA Bank (8071),# 376540,544.0,5712.0,,6256.0,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-07-15,PO # 26110,PSA,KCAK → KMDT,C310,,Air Z,Net 30,5500.0,3500.0,2000.0,Jonny,OFA Bank (8071),# 376426,1000.0,3500.0,,4500.0,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-07-08,PO # 26106,PSA,KCAK → KBTR,C310,,Air Z,Net 30,9500.0,8500.0,1000.0,Jonny,OFA Bank (8071),# 376158,500.0,8500.0,,9000.0,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-07-03,PO # 26108,PSA,KGSP → KAVP,King Air 90,,Executive Air Shuttle,Net 30,9700.0,8911.75,788.25,Jonny,Jonny (Investor),# 375613,394.13,8911.75,,9305.88,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-07-01,PO-PSA-006,PSA,KCAK → KSTL,Aerostar,,Castle Aviation,Net 30,5300.0,4300.0,1000.0,Jonny,Jonny (Investor),# 375613,500.0,4300.0,,4800.0,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-06-18,PO-PSA-004,PSA,KCVG → KMHT,C310,,Air Z,Net 30,8000.0,7000.0,1000.0,Jonny,Jonny (Investor),# 375613,500.0,7000.0,,7500.0,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-06-16,PO-PSA-002,PSA,KDAY → KMSN,CJ1,,Zanesville Aviation,Net 30,15425.0,14625.0,800.0,Jonny,Jonny (Investor),# 375613,400.0,14625.0,,15025.0,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-06-05,P0-PSA-001,PSA,KDAY → KIAD,C404,,Sonrise Aviation,Net 30,5995.0,6144.39,-149.39,Jonny,Jonny (Investor),# 375613,,6144.39,,6144.39,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-01-31,PO# 26244,PSA,KCAK → KSYR,C340,,Air Z,Net 30,6500.0,4500.0,2000.0,Jonny 1%,OFA Bank (8071),# 383974,45.0,4500.0,,4545.0,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-01-09,PO # 26236,PSA,KDAY → KMCI,C404,,Sonrise,Net 30,8500.0,7968.0,532.0,Jonny 1%,OFA Bank (8071),# 383241,79.68,7968.0,,8047.68,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-01-06,PO# 26235,PSA,KIND → KGSP,C310,,Sonrise,Net 30,7500.0,6350.0,1150.0,Jonny 1%,OFA Bank (8071),# 383106,63.5,6350.0,,6413.5,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-01-03,PO# 26234,PSA,KCAK → KPWM,Aerostar,,Castle,Net 30,8000.0,5373.99,2626.01,Jonny 1%,OFA Bank (8071),# 382857,53.74,5373.99,,5427.73,Yes,Yes,No,Yes,Yes,,No
Legacy,2024-01-02,PO #26233,PSA,KCAK → KPWM,C310,,Air Z,Net 30,8200.0,6500.0,1700.0,Jonny 1%,OFA Bank (8071),# 382987,65.0,6500.0,,6565.0,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-10-18,PO # 00187,PSA,KCAK → KBGR,C310,,Miller,Net 30,10400.0,9234.29,1165.71,Jonny 1%,OFA Bank (8071),# 394328,92.34,9234.29,,9326.63,Yes,Yes,No,Yes,Yes,,No
